"Subject_ID" "Activity_Name" "tBodyAcc.mean_.X" "tBodyAcc.mean_.Y" "tBodyAcc.mean_.Z" "tGravityAcc.mean_.X" "tGravityAcc.mean_.Y" "tGravityAcc.mean_.Z" "tBodyAccJerk.mean_.X" "tBodyAccJerk.mean_.Y" "tBodyAccJerk.mean_.Z" "tBodyGyro.mean_.X" "tBodyGyro.mean_.Y" "tBodyGyro.mean_.Z" "tBodyGyroJerk.mean_.X" "tBodyGyroJerk.mean_.Y" "tBodyGyroJerk.mean_.Z" "tBodyAccMag.mean_" "tGravityAccMag.mean_" "tBodyAccJerkMag.mean_" "tBodyGyroMag.mean_" "tBodyGyroJerkMag.mean_" "fBodyAcc.mean_.X" "fBodyAcc.mean_.Y" "fBodyAcc.mean_.Z" "fBodyAccJerk.mean_.X" "fBodyAccJerk.mean_.Y" "fBodyAccJerk.mean_.Z" "fBodyGyro.mean_.X" "fBodyGyro.mean_.Y" "fBodyGyro.mean_.Z" "fBodyAccMag.mean_" "fBodyBodyAccJerkMag.mean_" "fBodyBodyGyroMag.mean_" "fBodyBodyGyroJerkMag.mean_" "tBodyAcc.std_.X" "tBodyAcc.std_.Y" "tBodyAcc.std_.Z" "tGravityAcc.std_.X" "tGravityAcc.std_.Y" "tGravityAcc.std_.Z" "tBodyAccJerk.std_.X" "tBodyAccJerk.std_.Y" "tBodyAccJerk.std_.Z" "tBodyGyro.std_.X" "tBodyGyro.std_.Y" "tBodyGyro.std_.Z" "tBodyGyroJerk.std_.X" "tBodyGyroJerk.std_.Y" "tBodyGyroJerk.std_.Z" "tBodyAccMag.std_" "tGravityAccMag.std_" "tBodyAccJerkMag.std_" "tBodyGyroMag.std_" "tBodyGyroJerkMag.std_" "fBodyAcc.std_.X" "fBodyAcc.std_.Y" "fBodyAcc.std_.Z" "fBodyAccJerk.std_.X" "fBodyAccJerk.std_.Y" "fBodyAccJerk.std_.Z" "fBodyGyro.std_.X" "fBodyGyro.std_.Y" "fBodyGyro.std_.Z" "fBodyAccMag.std_" "fBodyBodyAccJerkMag.std_" "fBodyBodyGyroMag.std_" "fBodyBodyGyroJerkMag.std_"
2 "WALKING_DOWNSTAIRS" 0.27761534806383 -0.0226614158361702 -0.116812942382979 0.861831345531915 -0.325780100638298 -0.0438890162723404 0.110040615569574 -0.00327959081489362 -0.0209351677765957 -0.11594735287234 -0.00482329231914894 0.097173808906383 -0.0581038498510638 -0.0421470257531915 -0.0710229816893617 0.0899511204978723 0.0899511204978723 0.00565516335106383 -0.162188586930426 -0.410872671489362 0.112841160325532 0.278345041765957 -0.131290772 0.138120681087234 0.0962091607617021 -0.271498721106383 -0.145775970406383 -0.361913824 -0.0874944736085106 0.293424826591489 0.222247409576596 -0.320838543553191 -0.380175306489362 0.0463666814446808 0.262881788951064 -0.10283790806383 -0.940361759574468 -0.940068525531915 -0.931438313191489 0.147249143238298 0.126828014557447 -0.340122023191489 -0.320789230008511 -0.415739144893617 -0.279418388042553 -0.243940592553192 -0.469396701106383 -0.218266318606383 0.215586334889362 0.215586334889362 0.22961718512766 -0.274844110531915 -0.343187875404255 0.0161046198595745 0.171973972957447 -0.162032894287234 0.0499590624829787 0.0808333491276596 -0.408227423191489 -0.379436674361702 -0.458732747446809 -0.422987665106383 -0.0214787881723404 0.227480732542553 -0.372576755361702 -0.343698985425532
2 "WALKING_UPSTAIRS" 0.247164790395833 -0.0214121132045833 -0.152513899520833 0.790717418541667 -0.416214890416667 -0.195888238891667 0.0744507839572917 -0.00970985514333333 0.01948143925 -0.0576912634583333 -0.0320883097395833 0.0688374021666667 -0.0828858001333333 -0.0424053708458333 -0.0445157481625 -0.107322679520833 -0.107322679520833 -0.321268911041667 -0.219713472958333 -0.572816438541667 -0.266720933270833 0.00992445881854167 -0.281001986202083 -0.258639439729167 -0.1878421317125 -0.522728063333333 -0.331643577458333 -0.488086123958333 -0.248601122 -0.14531853915625 -0.189511136902083 -0.450612184791667 -0.60079849625 -0.304376406458333 0.108027279889583 -0.112121021220833 -0.934407739791667 -0.92376745375 -0.878004056875 -0.276121886479167 -0.185648954220833 -0.5737463525 -0.439253058958333 -0.466298336666667 -0.163995791679167 -0.464854363125 -0.645491337708333 -0.467595961041667 -0.205977045295833 -0.205977045295833 -0.21738939458125 -0.377532167604167 -0.597291719166667 -0.320582414375 0.0848802791083333 -0.09454497643125 -0.365415441458333 -0.243554146666667 -0.625090981458333 -0.476358845625 -0.459758488958333 -0.218072471479167 -0.36672824375 -0.2604238389625 -0.438620401875 -0.621820202916667
3 "LAYING" 0.2755 -0.018951935483871 -0.101336935483871 -0.241758064516129 0.837048387096774 0.488741935483871 0.0769903225806452 0.0137851774193548 -0.00434978177419355 -0.0208075 -0.0718551612903226 0.137977419354839 -0.100048387096774 -0.0389790322580645 -0.0687612903225806 -0.972806451612903 -0.972806451612903 -0.979483870967742 -0.95158064516129 -0.986677419354839 -0.980645161290323 -0.961209677419355 -0.968322580645161 -0.9805 -0.968774193548387 -0.97908064516129 -0.970193548387097 -0.978096774193548 -0.962290322580645 -0.965532258064516 -0.976 -0.964564516129032 -0.984258064516129 -0.982774193548387 -0.962096774193548 -0.963677419354839 -0.982548387096774 -0.981225806451613 -0.964790322580645 -0.980870967741935 -0.968774193548387 -0.982032258064516 -0.97458064516129 -0.977274193548387 -0.9635 -0.980338709677419 -0.986790322580645 -0.983354838709677 -0.964225806451613 -0.964225806451613 -0.976112903225806 -0.954241935483871 -0.983145161290323 -0.983661290322581 -0.964129032258064 -0.963306451612903 -0.983129032258064 -0.971048387096774 -0.983709677419355 -0.976016129032258 -0.977016129032258 -0.967209677419355 -0.968306451612903 -0.975306451612903 -0.955467741935484 -0.982564516129032
3 "SITTING" 0.257280769230769 -0.00350942307692308 -0.0983076923076923 0.901057692307692 0.127326538461538 0.139023076923077 0.0726111538461539 0.00273396153846154 -0.00425113461538461 -0.0385211538461538 -0.0752246153846154 0.0940361538461539 -0.103582692307692 -0.0360894230769231 -0.0589991153846154 -0.895461538461538 -0.895461538461538 -0.969057692307692 -0.919384615384615 -0.978038461538462 -0.970192307692308 -0.891846153846154 -0.918 -0.974942307692308 -0.954211538461538 -0.970788461538462 -0.957576923076923 -0.956153846153846 -0.935057692307692 -0.904134615384615 -0.965884615384615 -0.946538461538462 -0.977846153846154 -0.971038461538462 -0.856634615384615 -0.875153846153846 -0.957307692307692 -0.903903846153846 -0.897769230769231 -0.974461538461538 -0.953653846153846 -0.974711538461538 -0.965403846153846 -0.944865384615385 -0.926326923076923 -0.972519230769231 -0.978653846153846 -0.973711538461538 -0.870346153846154 -0.870346153846154 -0.966576923076923 -0.925513461538461 -0.976711538461538 -0.971634615384615 -0.849711538461538 -0.864307692307692 -0.976230769230769 -0.956538461538462 -0.977173076923077 -0.967961538461538 -0.939596153846154 -0.930596153846154 -0.874519230769231 -0.966538461538462 -0.9254 -0.976673076923077
3 "STANDING" 0.279967213114754 -0.0143322950819672 -0.101619149180328 0.935098360655738 -0.301770491803279 0.0247375409836066 0.0750773114754098 0.00769737704918033 -0.00808213114754098 -0.0246547540983607 -0.05853 0.0665475409836066 -0.0994606557377049 -0.0472445901639344 -0.0416777049180328 -0.925409836065574 -0.925409836065574 -0.959262295081967 -0.892098360655738 -0.962377049180328 -0.960163934426229 -0.908032786885246 -0.939508196721311 -0.957704918032787 -0.943540983606557 -0.96916393442623 -0.901262295081967 -0.937754098360656 -0.916180327868853 -0.926967213114754 -0.948639344262295 -0.91372131147541 -0.960327868852459 -0.966819672131148 -0.893360655737705 -0.911360655737705 -0.982032786885246 -0.957426229508197 -0.928163934426229 -0.957114754098361 -0.941672131147541 -0.973016393442623 -0.900409836065574 -0.927803278688525 -0.912377049180328 -0.940918032786885 -0.968426229508197 -0.958295081967213 -0.915163934426229 -0.915163934426229 -0.948754098360656 -0.882114754098361 -0.957672131147541 -0.969950819672131 -0.892508196721311 -0.904786885245902 -0.960524590163934 -0.943934426229508 -0.97555737704918 -0.901983606557377 -0.923114754098361 -0.919786885245902 -0.921836065573771 -0.948196721311475 -0.883426229508197 -0.957081967213115
3 "WALKING" 0.275568965517241 -0.0171718793103448 -0.112664482758621 0.9365 -0.262051724137931 -0.138143103448276 0.0814930862068965 0.0100679310344828 -0.00557413793103448 -0.0256460344827586 -0.0779068965517241 0.0813481034482759 -0.0952725862068965 -0.0387791379310345 -0.0503749827586207 -0.254637931034483 -0.254637931034483 -0.28001724137931 -0.466413793103448 -0.566120689655172 -0.31655 -0.0813051724137931 -0.412396551724138 -0.304755172413793 -0.140527068965517 -0.514103448275862 -0.437775862068966 -0.561431034482759 -0.418172413793103 -0.290086206896552 -0.18675 -0.569724137931034 -0.607724137931035 -0.360396551724138 -0.0699189655172414 -0.387396551724138 -0.977758620689655 -0.962275862068966 -0.952103448275862 -0.268655172413793 -0.0449956896551724 -0.52951724137931 -0.571913793103448 -0.563758620689655 -0.476724137931034 -0.385844827586207 -0.63901724137931 -0.536637931034483 -0.328362068965517 -0.328362068965517 -0.139900689655172 -0.561534482758621 -0.567362068965517 -0.379293103448276 -0.123969310344828 -0.423 -0.296637931034483 -0.00557258620689655 -0.5435 -0.615206896551724 -0.568879310344828 -0.545862068965517 -0.456362068965517 -0.0898730344827586 -0.632689655172414 -0.549120689655172
3 "WALKING_DOWNSTAIRS" 0.292448979591837 -0.0193567142857143 -0.11616693877551 0.939081632653061 -0.228795918367347 -0.102318367346939 0.0725530612244898 0.0110102040816327 -0.00198969387755102 -0.131624285714286 -0.0139683673469388 0.123821428571429 -0.0778740816326531 -0.0391891836734694 -0.0416085714285714 -0.0627733265306122 -0.0627733265306122 -0.205236734693878 -0.215312244897959 -0.50865306122449 -0.0421769387755102 -0.00762755102040816 -0.404469387755102 -0.090695306122449 -0.135910408163265 -0.529020408163265 -0.129097346938776 -0.542755102040816 -0.302927959183673 0.0289279591836735 -0.0494714285714286 -0.332352857142857 -0.576265306122449 -0.0574061224489796 -0.0331342857142857 -0.362224489795918 -0.949959183673469 -0.946142857142857 -0.899938775510204 -0.0858265306122449 -0.111410204081633 -0.571836734693878 -0.261684693877551 -0.546734693877551 -0.442285714285714 -0.285687755102041 -0.680979591836735 -0.374622448979592 -0.0411151020408163 -0.0411151020408163 -0.0926324489795918 -0.245838775510204 -0.583897959183673 -0.0654144897959184 -0.109732244897959 -0.389775510204082 -0.165381714285714 -0.147767551020408 -0.613489795918367 -0.30864612244898 -0.553081632653061 -0.548183673469388 -0.233851020408163 -0.159082448979592 -0.322469387755102 -0.624938775510204
3 "WALKING_UPSTAIRS" 0.260761016949153 -0.0324208983050847 -0.110025762711864 0.883440677966102 -0.382830508474576 -0.162898305084746 0.0426618644067797 0.0397391186440678 0.0208301694915254 0.0721830508474576 -0.139307457627119 0.0215608474576271 -0.115522033898305 -0.0400510169491525 -0.0498210169491525 -0.184033898305085 -0.184033898305085 -0.436898305084746 -0.347322033898305 -0.658813559322034 -0.391983050847458 -0.0788518644067797 -0.504474576271186 -0.478474576271186 -0.28382993220339 -0.677389830508475 -0.378198305084746 -0.63728813559322 -0.431508474576271 -0.315813559322034 -0.412949152542373 -0.514152542372881 -0.716881355932203 -0.313135593220339 0.0115913559322034 -0.369762711864407 -0.944067796610169 -0.909830508474576 -0.909457627118644 -0.458389830508475 -0.25160186440678 -0.708576271186441 -0.456094915254237 -0.582796610169492 -0.492322033898305 -0.507220338983051 -0.775796610169492 -0.573406779661017 -0.333593220338983 -0.333593220338983 -0.439016949152542 -0.408886440677966 -0.718016949152542 -0.285293220338983 -0.00804254237288136 -0.350864406779661 -0.486457627118644 -0.268215254237288 -0.738677966101695 -0.484849152542373 -0.556033898305085 -0.561101694915254 -0.448016949152542 -0.480593220338983 -0.445193559322034 -0.74
4 "LAYING" 0.263559214981481 -0.0150031841055556 -0.110688150314815 -0.420664662222222 0.915165104259259 0.341531310555556 0.0934494217777778 0.00693313213968519 -0.00641054328740741 -0.00923156347222222 -0.0930128180759259 0.169720404092593 -0.105019877685185 -0.0381230432222222 -0.0712156288333333 -0.954557603148148 -0.954557603148148 -0.970095771666667 -0.930236462592593 -0.985068502037037 -0.958802077592593 -0.938883374444444 -0.967504278888889 -0.978542457407407 -0.943969987222222 -0.975383329444444 -0.967203736481482 -0.972187839074074 -0.961479262592593 -0.939389701296296 -0.96228712537037 -0.961556660185185 -0.983609073333333 -0.954193738888889 -0.941714042407407 -0.962667314814815 -0.921199965925926 -0.969816635740741 -0.976176608888889 -0.978302781111111 -0.942209488333333 -0.978511984259259 -0.973102422222222 -0.961109291851852 -0.962073755 -0.975103204259259 -0.986855629814815 -0.983965359814815 -0.931292216611111 -0.931292216611111 -0.960786430740741 -0.947031781666667 -0.982698213703704 -0.952464881481481 -0.946380971111111 -0.962154454259259 -0.980079292592593 -0.944366881666667 -0.980261236296296 -0.975094739444444 -0.956182500185185 -0.965807466666667 -0.937187975962963 -0.958037119259259 -0.947100325185185 -0.982543631666667
4 "SITTING" 0.27153827992 -0.007163065158 -0.10587459588 0.8693030064 0.211622539936894 0.11012048108 0.0784500239 -0.0108582171094 -0.0121499951596 -0.04944351156 -0.08943006108 0.10115033478 -0.09694948424 -0.041848389996 -0.0489964351672 -0.93569482 -0.93569482 -0.9701322836 -0.9260633138 -0.9804904618 -0.9774624984 -0.9057829318 -0.9517837432 -0.9768457126 -0.9442983908 -0.9751549056 -0.9605896358 -0.9675836478 -0.9337768922 -0.929002095 -0.9625007338 -0.9487697524 -0.9765477634 -0.980309931 -0.89022398108 -0.9322030066 -0.9814052948 -0.93272710386 -0.9509492546 -0.9767421962 -0.9445961056 -0.9790387658 -0.9701317904 -0.9584681204 -0.9279722294 -0.9698997312 -0.984441358 -0.9688048316 -0.9144078448 -0.9144078448 -0.9625491104 -0.928898293 -0.9758066902 -0.9819081892 -0.8894673494 -0.9269993168 -0.9787769122 -0.949293158 -0.9816994482 -0.973333107 -0.954120419 -0.9328683544 -0.9198157096 -0.9615845194 -0.9288505544 -0.9762617538
